Date,FTR,HomeTeam,AwayTeam,Avg_Odds_H,Avg_Odds_D,Avg_Odds_A,form_goal_diff,form_shot_target_diff,form_conceded_diff,HTHG,HTAG,HS,AS,AST,HST,HC,AC,HY,AY,HR,AR,HF,AF,H_form_FTHG,H_form_FTAG,H_form_HTHG,H_form_HTAG,H_form_HS,H_form_AS,H_form_HF,H_form_AF,H_form_HC,H_form_AC,H_form_HST,H_form_AST,H_form_HY,H_form_AY,H_form_HR,H_form_AR,A_form_FTHG,A_form_FTAG,A_form_HTHG,A_form_HTAG,A_form_HS,A_form_AS,A_form_HF,A_form_AF,A_form_HC,A_form_AC,A_form_HST,A_form_AST,A_form_HY,A_form_AY,A_form_HR,A_form_AR,H_H2H_win_pct,A_H2H_win_pct,H2H_draw_pct
2002-01-12,H,West Ham,Leicester,1.59,3.275,5.25,0.6000000000000001,2.4000000000000004,-1.2000000000000002,1.0,0.0,11.0,5.0,3.0,7.0,5.0,4.0,1.0,2.0,0.0,0.0,10.0,11.0,2.0,0.6,1.2,0.2,12.2,10.0,10.2,12.8,6.6,5.0,7.2,4.8,2.2,2.0,0.2,0.2,1.4,1.8,0.6,0.6,9.8,7.8,8.0,13.2,5.2,6.8,4.8,4.2,1.2,2.0,0.6,0.2,0.0,0.6666666666666666,0.3333333333333333
2002-01-13,A,Southampton,Man United,4.75,3.5,1.59,0.0,0.0,-0.40000000000000013,1.0,2.0,12.0,11.0,7.0,4.0,8.0,6.0,1.0,1.0,0.0,0.0,11.0,8.0,2.2,1.2,1.0,0.2,10.4,8.8,14.2,13.2,4.4,7.2,6.2,5.0,0.8,1.4,0.0,0.0,2.2,1.6,1.0,0.4,11.2,12.2,12.0,10.4,5.4,6.6,6.2,6.2,0.8,1.6,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
2002-01-13,D,Arsenal,Liverpool,1.9049999999999998,3.1500000000000004,3.55,0.19999999999999996,0.0,0.40000000000000013,0.0,0.0,11.0,5.0,2.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,15.0,16.0,1.4,1.6,0.4,0.8,13.8,8.6,13.4,17.4,6.0,4.0,5.4,3.4,2.6,3.6,0.2,0.4,1.2,1.2,0.4,0.4,13.2,9.8,9.4,11.8,6.2,5.2,5.4,5.4,0.8,1.8,0.0,0.2,0.6666666666666666,0.3333333333333333,0.0
2002-01-19,A,Derby,Ipswich,2.385,3.175,2.56,-0.8,-1.3999999999999995,-0.19999999999999996,0.0,0.0,13.0,13.0,5.0,5.0,3.0,3.0,0.0,2.0,0.0,0.0,7.0,16.0,1.8,0.8,0.8,0.6,11.8,6.8,13.8,14.8,6.8,2.8,5.2,3.2,1.2,2.6,0.0,0.4,2.6,1.0,1.6,0.6,11.6,8.4,10.4,7.8,6.2,5.4,6.6,3.6,0.8,1.6,0.2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2002-01-19,D,Leicester,Newcastle,4.33,3.4,1.665,-1.0,-2.0,-0.6000000000000001,0.0,0.0,8.0,9.0,3.0,4.0,6.0,11.0,2.0,2.0,0.0,0.0,17.0,19.0,1.6,1.0,0.8,0.4,10.4,6.8,7.4,12.4,5.2,6.8,5.4,3.8,1.2,2.4,0.6,0.2,2.6,1.6,1.0,0.8,14.0,9.8,15.2,17.2,5.8,4.0,7.4,5.8,1.2,2.4,0.0,0.2,0.0,0.6666666666666666,0.3333333333333333
2002-01-19,D,Liverpool,Southampton,1.38,3.75,7.5,0.0,0.20000000000000018,-0.6000000000000001,1.0,0.0,9.0,6.0,2.0,5.0,8.0,3.0,0.0,1.0,0.0,0.0,10.0,17.0,1.2,1.0,0.4,0.2,12.4,8.6,10.0,11.0,5.6,4.6,5.8,5.2,0.8,1.2,0.0,0.0,1.2,1.6,0.6,0.6,10.4,9.8,13.8,12.8,4.4,7.2,5.6,5.8,0.8,1.4,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2002-01-19,H,Man United,Blackburn,1.25,4.665,9.25,1.4,0.8000000000000007,0.6000000000000001,1.0,0.0,16.0,10.0,4.0,6.0,8.0,3.0,1.0,0.0,0.0,0.0,13.0,13.0,2.4,2.0,1.2,0.8,12.4,11.6,12.0,9.2,6.0,6.2,6.4,6.6,0.6,1.2,0.0,0.0,1.0,1.4,0.6,0.6,12.6,9.4,15.8,18.0,6.8,4.6,5.6,5.8,1.0,2.0,0.2,0.2,0.0,0.0,1.0
2002-01-19,D,Middlesbrough,Bolton,1.865,3.225,3.575,-0.3999999999999999,2.5999999999999996,-1.2000000000000002,1.0,0.0,11.0,7.0,4.0,3.0,2.0,6.0,1.0,1.0,0.0,0.0,16.0,17.0,1.6,0.6,0.6,0.4,13.8,8.2,14.6,13.4,7.8,3.8,6.6,3.2,1.4,2.4,0.0,0.0,2.0,1.8,0.6,1.0,12.8,9.6,10.2,16.4,6.6,5.4,4.0,5.4,1.2,2.6,0.4,0.2,0.0,1.0,0.0
2002-01-19,D,Sunderland,Fulham,2.2,3.2,2.8,0.0,0.40000000000000036,-0.19999999999999996,0.0,1.0,16.0,9.0,2.0,8.0,11.0,2.0,3.0,2.0,0.0,0.0,19.0,13.0,1.6,0.8,1.0,0.4,11.4,9.0,14.6,14.2,4.6,3.6,6.4,4.0,1.0,2.2,0.2,0.0,1.6,1.0,1.0,0.6,13.2,11.0,13.8,12.4,6.2,4.6,6.0,4.4,1.4,1.8,0.0,0.0,0.0,1.0,0.0
2002-01-19,D,Tottenham,Everton,1.59,3.375,5.0,0.6,1.5999999999999996,-0.19999999999999996,1.0,1.0,12.0,4.0,2.0,4.0,14.0,5.0,0.0,2.0,0.0,0.0,14.0,17.0,1.2,0.8,0.6,0.4,10.0,10.2,13.2,12.0,7.4,6.6,6.0,5.4,0.2,2.0,0.2,0.0,0.6,1.0,0.2,0.2,9.2,8.8,13.6,13.0,4.4,6.6,4.4,4.0,0.8,2.2,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
2002-01-20,D,Leeds,Arsenal,2.435,3.1500000000000004,2.55,0.40000000000000013,1.1999999999999993,0.19999999999999996,1.0,1.0,6.0,9.0,6.0,1.0,3.0,7.0,1.0,2.0,0.0,0.0,18.0,16.0,1.8,1.8,0.8,0.8,14.4,10.2,16.6,17.6,6.0,4.6,6.6,5.8,2.0,2.6,0.0,0.2,1.4,1.6,0.2,0.6,14.4,6.4,14.4,17.8,5.2,3.0,5.4,2.6,2.0,3.2,0.2,0.4,0.6666666666666666,0.3333333333333333,0.0
2002-01-20,H,Chelsea,West Ham,1.61,3.375,4.75,0.3999999999999999,-1.7999999999999998,1.6,1.0,0.0,22.0,5.0,4.0,15.0,6.0,4.0,3.0,1.0,0.0,1.0,13.0,10.0,2.4,2.0,1.0,1.0,12.2,9.6,12.0,18.4,5.0,4.2,6.0,4.8,1.2,2.2,0.0,0.0,2.0,0.4,1.2,0.0,12.8,7.8,10.2,12.2,6.2,4.6,7.8,4.2,1.6,1.8,0.2,0.2,0.6666666666666666,0.3333333333333333,0.0
2002-01-21,A,Charlton,Aston Villa,2.31,3.2,2.675,-0.20000000000000018,-1.4000000000000004,0.40000000000000013,0.0,2.0,9.0,7.0,3.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,7.0,11.0,1.4,1.6,0.8,0.6,11.6,7.6,13.6,13.6,5.8,4.8,5.6,4.2,1.4,1.8,0.0,0.2,1.6,1.2,0.8,0.8,11.8,8.0,12.4,12.0,6.8,2.0,7.0,3.6,0.8,2.0,0.0,0.2,0.0,0.6666666666666666,0.3333333333333333
2002-01-22,A,Man United,Liverpool,1.665,3.3499999999999996,4.415,0.40000000000000013,0.40000000000000036,1.2,0.0,0.0,12.0,9.0,5.0,3.0,11.0,2.0,1.0,2.0,0.0,0.0,15.0,16.0,1.6,2.0,0.8,0.8,13.2,12.4,12.0,9.8,6.0,5.6,6.2,6.8,0.6,1.0,0.0,0.0,1.2,0.8,0.4,0.0,12.2,7.4,10.0,12.6,5.8,4.6,5.8,4.4,0.6,1.4,0.0,0.0,0.0,1.0,0.0
2002-01-23,A,Leicester,Arsenal,5.5,3.55,1.5150000000000001,-0.19999999999999996,0.7999999999999998,-0.6,0.0,2.0,3.0,13.0,8.0,2.0,7.0,7.0,2.0,0.0,0.0,0.0,12.0,9.0,1.2,0.6,0.6,0.4,9.2,7.6,9.6,13.2,4.8,8.4,4.8,3.6,1.4,2.2,0.6,0.2,1.4,1.2,0.2,0.8,11.8,7.4,16.0,17.2,5.0,3.6,4.0,3.2,1.6,3.0,0.0,0.2,0.0,0.6666666666666666,0.3333333333333333
2002-01-29,A,Bolton,Man United,6.25,3.5,1.47,-0.40000000000000013,-2.1999999999999997,0.0,0.0,2.0,15.0,21.0,12.0,4.0,1.0,9.0,0.0,0.0,0.0,0.0,10.0,9.0,1.2,1.8,0.4,0.8,11.8,9.0,12.0,15.6,6.2,5.8,3.6,5.4,1.0,2.4,0.4,0.2,1.6,1.8,0.8,0.8,13.6,12.0,12.8,10.6,7.4,3.8,5.8,6.4,0.8,1.2,0.0,0.0,1.0,0.0,0.0
2002-01-29,H,Charlton,Derby,1.73,3.25,4.25,0.20000000000000018,1.4000000000000004,0.40000000000000013,0.0,0.0,11.0,3.0,2.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,11.0,13.0,1.6,1.6,0.8,1.0,11.4,7.6,11.8,12.0,5.6,4.6,6.2,4.0,1.2,1.4,0.0,0.2,1.4,1.2,0.6,0.4,12.4,7.4,13.0,15.0,6.6,2.4,4.8,3.6,1.2,2.8,0.0,0.4,0.3333333333333333,0.0,0.6666666666666666
2002-01-29,A,Sunderland,Middlesbrough,1.9049999999999998,3.1,3.625,-0.19999999999999996,0.40000000000000036,0.4,0.0,1.0,18.0,6.0,2.0,8.0,15.0,3.0,0.0,2.0,0.0,1.0,12.0,13.0,1.6,1.0,1.0,0.6,12.6,9.2,14.8,13.8,5.6,3.0,7.0,3.4,1.4,1.8,0.2,0.0,1.8,0.6,0.8,0.4,14.8,6.8,15.6,14.0,7.2,3.4,6.6,3.0,1.2,2.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2002-01-30,A,Tottenham,Newcastle,2.1500000000000004,3.225,2.875,-0.8,-1.4000000000000004,-0.20000000000000007,1.0,0.0,8.0,10.0,4.0,6.0,5.0,4.0,1.0,1.0,0.0,0.0,8.0,5.0,1.2,0.6,0.6,0.4,10.0,8.6,11.6,12.2,8.4,6.6,5.6,5.0,0.0,2.0,0.0,0.0,2.0,0.8,0.8,0.6,12.6,9.0,14.8,17.6,6.6,4.4,7.0,5.0,1.2,2.6,0.0,0.2,0.6666666666666666,0.3333333333333333,0.0
2002-01-30,H,Southampton,West Ham,1.955,3.225,3.3,-1.5999999999999999,-4.4,1.4,1.0,0.0,10.0,11.0,4.0,8.0,4.0,2.0,0.0,3.0,0.0,0.0,16.0,13.0,1.2,1.8,0.8,0.6,11.0,9.0,12.8,13.0,5.2,5.2,5.6,5.0,0.8,1.0,0.0,0.0,2.8,0.4,1.2,0.0,15.2,7.4,11.2,11.2,6.2,4.0,10.0,4.4,1.8,1.6,0.0,0.4,0.0,1.0,0.0
2002-01-30,H,Liverpool,Leicester,1.2349999999999999,4.75,9.75,-0.19999999999999996,0.39999999999999947,-0.19999999999999996,0.0,0.0,11.0,3.0,0.0,4.0,9.0,3.0,1.0,2.0,0.0,0.0,9.0,21.0,1.0,0.8,0.2,0.0,11.2,6.8,12.0,14.2,6.2,4.0,4.8,3.8,0.6,1.8,0.0,0.0,1.2,1.0,0.4,0.8,7.8,8.8,10.4,12.0,5.0,8.4,4.4,4.6,1.4,1.8,0.4,0.2,0.6666666666666666,0.3333333333333333,0.0
2002-01-30,H,Chelsea,Leeds,2.275,3.1500000000000004,2.75,1.0,2.4000000000000004,0.8,2.0,0.0,14.0,6.0,4.0,3.0,5.0,6.0,1.0,2.0,0.0,0.0,11.0,22.0,2.4,2.0,0.8,0.8,13.4,8.6,13.2,16.2,5.4,4.2,8.0,4.8,1.4,2.0,0.0,0.2,1.4,1.2,0.8,0.8,12.6,9.4,16.4,17.4,6.2,4.2,5.6,5.6,1.8,2.8,0.0,0.2,0.0,0.3333333333333333,0.6666666666666666
2002-01-30,A,Blackburn,Arsenal,4.0,3.1500000000000004,1.8,0.0,2.4000000000000004,-0.19999999999999996,2.0,2.0,10.0,9.0,5.0,4.0,6.0,2.0,2.0,2.0,0.0,1.0,18.0,21.0,1.4,1.2,0.8,0.6,13.8,10.0,15.2,16.8,7.6,4.6,6.4,5.8,0.8,1.4,0.2,0.2,1.4,1.4,0.2,1.0,9.4,7.8,16.0,15.0,5.2,4.2,4.0,4.2,1.8,2.2,0.0,0.0,0.0,0.0,1.0
2002-01-30,D,Aston Villa,Everton,1.67,3.25,4.665,0.6,2.3999999999999995,0.19999999999999996,0.0,0.0,8.0,6.0,0.0,2.0,5.0,1.0,1.0,3.0,0.0,0.0,14.0,21.0,1.2,1.4,0.6,1.0,11.6,7.4,11.6,11.2,6.6,1.4,6.6,3.6,1.0,2.0,0.0,0.2,0.6,1.2,0.4,0.4,9.6,8.0,12.8,13.4,6.0,6.6,4.2,3.4,0.6,1.8,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
2002-01-30,H,Ipswich,Fulham,2.2,3.175,2.81,1.6,0.0,0.0,1.0,0.0,13.0,7.0,3.0,8.0,10.0,5.0,1.0,2.0,0.0,0.0,18.0,11.0,2.6,1.2,1.4,0.4,11.8,8.6,7.4,7.8,5.0,5.0,6.4,3.8,0.6,1.6,0.0,0.0,1.0,1.2,0.6,0.8,14.4,10.4,14.0,12.0,7.8,3.8,6.4,4.6,1.4,1.8,0.0,0.0,0.0,0.0,1.0
2002-02-02,H,Man United,Sunderland,1.225,4.75,10.5,-0.40000000000000013,-3.2,1.4,4.0,1.0,18.0,6.0,3.0,8.0,11.0,2.0,1.0,3.0,0.0,0.0,6.0,11.0,1.2,2.0,0.6,0.8,13.2,12.4,12.0,10.8,6.8,5.0,4.8,6.8,0.8,0.8,0.0,0.0,1.6,0.6,1.0,0.4,14.8,7.8,12.4,11.8,8.0,2.6,8.0,2.4,1.2,1.8,0.0,0.2,1.0,0.0,0.0
2002-02-02,H,West Ham,Blackburn,2.0,3.225,3.2,0.5999999999999999,3.200000000000001,-0.7999999999999999,1.0,0.0,13.0,14.0,2.0,6.0,5.0,8.0,2.0,3.0,0.0,0.0,10.0,20.0,2.4,0.4,1.2,0.0,14.4,8.4,11.8,10.0,6.4,4.2,9.8,4.6,1.6,1.6,0.0,0.2,1.8,1.2,1.2,0.6,14.4,9.2,14.0,16.4,8.2,4.0,6.6,5.4,1.0,1.4,0.0,0.4,0.0,1.0,0.0
2002-02-02,H,Newcastle,Bolton,1.38,3.75,7.5,0.40000000000000013,2.4000000000000004,-0.6000000000000001,2.0,2.0,10.0,10.0,6.0,6.0,13.0,6.0,0.0,0.0,0.0,0.0,3.0,9.0,1.6,1.4,0.8,0.6,10.6,10.0,12.8,16.2,5.6,4.8,6.4,5.4,1.4,2.6,0.0,0.2,1.2,2.0,0.4,0.8,11.4,11.6,11.0,13.4,4.2,7.2,4.0,6.8,0.8,1.8,0.4,0.2,1.0,0.0,0.0
2002-02-02,A,Leicester,Chelsea,4.415,3.35,1.67,-1.4,-3.2,-0.8,1.0,0.0,16.0,9.0,5.0,9.0,6.0,2.0,1.0,3.0,0.0,0.0,16.0,17.0,1.0,1.0,0.4,0.8,7.6,8.8,11.8,15.0,6.2,7.0,4.0,4.4,1.6,1.8,0.4,0.2,2.4,1.8,1.2,0.6,14.0,8.0,11.8,16.4,5.6,4.4,7.2,5.0,1.2,1.6,0.0,0.2,0.6666666666666666,0.3333333333333333,0.0
2002-02-02,A,Everton,Ipswich,2.005,3.225,3.2,-1.7999999999999998,-3.1999999999999997,-0.3999999999999999,1.0,2.0,9.0,5.0,3.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,19.0,16.0,0.6,0.8,0.4,0.4,9.2,7.0,13.4,15.2,6.2,4.6,3.6,2.0,0.8,2.2,0.0,0.0,2.4,1.2,1.6,0.4,12.0,9.4,10.6,8.8,6.4,4.0,6.8,4.2,0.8,1.6,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
2002-02-02,H,Derby,Tottenham,2.775,3.2,2.225,-0.3999999999999999,-2.1999999999999997,0.0,1.0,0.0,12.0,7.0,3.0,7.0,9.0,6.0,3.0,2.0,0.0,0.0,21.0,8.0,0.8,1.2,0.4,0.4,11.8,6.8,12.6,13.8,7.8,2.2,3.6,3.4,1.2,2.6,0.0,0.2,1.2,1.2,0.8,0.4,10.4,8.6,10.2,10.0,8.6,4.8,5.8,4.6,0.2,1.6,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
2002-02-02,D,Arsenal,Southampton,1.315,4.04,8.5,-0.20000000000000018,-2.6,0.19999999999999996,1.0,0.0,14.0,4.0,1.0,4.0,4.0,3.0,2.0,3.0,0.0,0.0,13.0,22.0,1.4,1.8,0.6,1.2,9.2,7.8,16.0,15.0,5.6,3.6,3.4,4.6,1.8,1.8,0.0,0.2,1.6,1.6,1.0,0.6,10.6,8.6,12.6,12.6,5.4,4.6,6.0,4.4,0.6,1.4,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
2002-02-02,D,Fulham,Aston Villa,2.05,3.1500000000000004,3.15,0.19999999999999996,1.2000000000000002,0.19999999999999996,0.0,0.0,9.0,15.0,9.0,3.0,9.0,4.0,1.0,2.0,0.0,0.0,12.0,14.0,1.2,1.2,0.8,0.8,15.0,10.2,16.6,11.4,9.0,3.0,7.2,4.6,1.2,2.0,0.0,0.0,1.0,1.0,0.4,0.8,11.2,6.2,12.4,13.6,6.2,1.0,6.0,2.4,1.0,2.6,0.0,0.2,0.0,1.0,0.0
2002-02-03,A,Leeds,Liverpool,2.275,3.2,2.685,0.8,1.2000000000000002,0.0,0.0,1.0,13.0,11.0,7.0,5.0,7.0,6.0,2.0,1.0,0.0,0.0,14.0,9.0,1.8,0.6,1.2,0.4,12.0,9.0,15.6,17.8,5.0,5.0,5.8,5.4,1.8,2.6,0.0,0.2,1.0,0.6,0.2,0.0,10.4,6.0,12.2,15.4,7.2,3.0,4.6,2.6,0.6,1.4,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
2002-02-03,D,Middlesbrough,Charlton,2.0,3.2,3.2,-0.6000000000000001,0.40000000000000036,-0.8,0.0,0.0,7.0,8.0,2.0,3.0,5.0,7.0,1.0,2.0,0.0,0.0,17.0,15.0,1.2,0.8,0.6,0.6,14.8,7.0,14.4,14.2,8.2,3.6,6.4,3.0,1.2,2.2,0.0,0.2,1.8,1.6,0.8,1.0,11.6,6.6,13.0,11.8,6.6,2.8,6.0,3.8,1.0,1.6,0.0,0.2,0.0,0.3333333333333333,0.6666666666666666
2002-02-09,A,Ipswich,Liverpool,3.3,3.225,1.95,1.0,1.7999999999999998,0.20000000000000018,0.0,2.0,4.0,14.0,11.0,2.0,7.0,9.0,0.0,0.0,0.0,0.0,2.0,4.0,1.6,1.6,1.0,0.8,11.2,8.4,13.2,11.2,6.2,4.2,6.0,4.2,0.8,1.4,0.0,0.0,0.6,1.4,0.2,0.2,11.2,6.8,12.6,15.8,7.6,3.0,4.2,3.2,1.0,1.4,0.0,0.0,0.5,0.0,0.5
2002-02-09,D,Aston Villa,Chelsea,2.55,3.1500000000000004,2.435,-1.8,-2.3999999999999995,-1.2,1.0,0.0,7.0,9.0,3.0,3.0,3.0,8.0,1.0,1.0,0.0,0.0,10.0,10.0,0.8,0.8,0.4,0.6,10.6,7.8,12.4,14.4,5.6,1.6,5.2,3.4,1.2,2.4,0.0,0.2,2.6,2.0,1.2,0.2,15.2,7.4,12.8,15.6,5.8,4.2,7.6,4.4,1.4,1.6,0.0,0.2,0.0,0.5,0.5
2002-02-09,H,Bolton,West Ham,2.25,3.1500000000000004,2.775,-1.2000000000000002,-4.800000000000001,1.8,1.0,0.0,4.0,9.0,2.0,3.0,4.0,10.0,1.0,3.0,0.0,0.0,11.0,12.0,1.4,2.0,0.6,0.8,12.4,10.8,9.4,12.2,6.0,6.4,4.6,6.4,0.4,1.2,0.0,0.0,2.6,0.2,1.2,0.0,13.6,8.8,12.8,12.4,5.6,4.8,9.4,3.4,1.8,2.2,0.0,0.2,0.0,0.0,0.0
2002-02-09,A,Derby,Sunderland,2.225,3.2,2.775,-0.3999999999999999,-4.0,0.19999999999999996,0.0,0.0,9.0,8.0,4.0,4.0,7.0,8.0,0.0,1.0,0.0,0.0,13.0,15.0,1.0,1.0,0.6,0.2,11.0,6.8,14.2,11.4,7.0,2.6,4.0,3.0,1.4,2.2,0.0,0.2,1.4,0.8,1.0,0.6,15.8,7.0,12.4,13.2,9.6,2.4,8.0,2.4,1.2,2.2,0.0,0.2,0.5,0.5,0.0
2002-02-09,H,Fulham,Blackburn,1.85,3.1,3.875,-1.4000000000000001,-0.7999999999999998,-0.4,1.0,0.0,13.0,10.0,6.0,8.0,5.0,2.0,3.0,2.0,0.0,1.0,18.0,15.0,0.8,0.6,0.6,0.4,13.4,9.4,16.2,12.6,10.0,3.2,6.0,4.4,1.4,2.0,0.0,0.0,2.2,1.0,1.4,0.4,13.8,10.6,13.4,16.4,6.6,4.8,6.8,4.8,1.0,1.2,0.0,0.4,0.0,0.0,0.0
2002-02-09,D,Middlesbrough,Leeds,3.0,3.1,2.1500000000000004,-1.0,0.20000000000000018,-0.6,0.0,1.0,10.0,10.0,6.0,5.0,7.0,4.0,1.0,1.0,0.0,0.0,15.0,11.0,0.8,0.6,0.6,0.4,13.0,8.0,14.4,14.6,7.4,4.8,5.8,3.0,0.8,1.8,0.0,0.2,1.8,1.2,1.2,0.6,12.2,8.6,15.0,16.6,5.8,5.2,5.6,5.4,2.0,2.6,0.0,0.2,0.0,0.5,0.5
2002-02-09,H,Newcastle,Southampton,1.5,3.4,6.0,0.6000000000000001,0.6000000000000005,0.3999999999999999,3.0,1.0,16.0,11.0,4.0,10.0,5.0,4.0,0.0,1.0,0.0,0.0,7.0,8.0,2.0,1.4,1.0,0.6,10.6,9.6,11.2,13.8,7.2,5.4,6.2,5.0,1.4,2.0,0.0,0.2,1.4,1.0,0.8,0.4,10.8,7.8,12.4,13.4,5.8,4.0,5.6,3.6,0.6,1.8,0.0,0.0,0.0,0.5,0.5
2002-02-09,H,Tottenham,Leicester,1.4,3.675,7.25,0.19999999999999996,0.5999999999999996,-0.19999999999999996,1.0,0.0,12.0,7.0,6.0,4.0,8.0,8.0,0.0,1.0,0.0,0.0,8.0,9.0,1.2,1.0,1.0,0.2,10.4,8.6,12.0,9.6,8.0,5.8,5.8,4.4,0.8,1.4,0.0,0.0,1.0,1.2,0.4,0.4,9.8,7.8,12.8,15.4,6.6,5.4,5.2,3.8,1.4,1.8,0.0,0.0,0.5,0.5,0.0
2002-02-10,A,Everton,Arsenal,4.0649999999999995,3.225,1.7650000000000001,-0.3999999999999999,0.7999999999999998,-1.2000000000000002,0.0,0.0,6.0,6.0,3.0,2.0,1.0,5.0,0.0,5.0,0.0,0.0,17.0,20.0,0.8,0.6,0.6,0.6,9.6,6.4,14.0,16.0,6.0,4.2,3.8,1.8,0.8,1.6,0.0,0.0,1.2,1.8,0.8,1.0,8.8,8.0,15.2,16.8,4.6,4.0,3.0,4.4,1.6,1.6,0.0,0.2,0.5,0.5,0.0
2002-02-10,A,Charlton,Man United,7.0,3.75,1.4,0.40000000000000013,1.0,-1.0,0.0,1.0,9.0,10.0,5.0,1.0,7.0,5.0,0.0,1.0,0.0,0.0,8.0,9.0,1.8,1.0,0.8,0.8,11.6,6.6,13.2,12.4,7.0,3.0,6.0,3.4,1.0,1.4,0.0,0.2,1.4,2.0,1.2,1.0,14.6,11.4,11.0,11.4,7.8,4.4,5.0,6.2,0.8,1.2,0.0,0.0,0.0,0.5,0.5
2002-02-19,H,Middlesbrough,Fulham,2.45,2.885,2.685,-0.19999999999999996,-1.5999999999999996,0.6,1.0,0.0,11.0,10.0,5.0,5.0,8.0,10.0,1.0,2.0,0.0,0.0,13.0,14.0,1.0,1.0,0.6,0.6,13.0,7.8,15.0,14.8,7.8,4.4,6.0,3.6,0.8,1.6,0.0,0.2,1.2,0.4,0.8,0.4,14.0,9.8,16.4,14.2,9.0,3.0,7.6,4.8,1.8,2.0,0.0,0.2,0.0,1.0,0.0
2002-02-23,D,Southampton,Bolton,1.9,3.2,3.6,0.20000000000000018,2.0,-0.6000000000000001,0.0,0.0,8.0,4.0,2.0,2.0,6.0,6.0,1.0,3.0,1.0,0.0,17.0,9.0,1.6,1.2,1.4,0.6,12.2,8.6,11.4,13.6,5.8,3.6,6.2,3.6,0.6,1.8,0.0,0.0,1.4,1.8,0.8,0.8,10.2,11.2,10.0,11.6,6.0,6.8,4.2,5.6,0.4,1.0,0.0,0.0,1.0,0.0,0.0
2002-02-23,H,West Ham,Middlesbrough,1.865,3.2,3.625,1.2000000000000002,3.0,-0.8,0.0,0.0,12.0,7.0,4.0,8.0,12.0,3.0,2.0,5.0,0.0,1.0,17.0,11.0,2.2,0.2,1.0,0.0,12.0,8.8,12.0,13.2,4.8,5.6,7.8,3.0,1.4,2.4,0.0,0.2,1.0,1.0,0.4,0.4,11.4,8.2,14.6,14.0,7.4,6.0,4.8,3.8,0.8,1.6,0.0,0.2,0.3333333333333333,0.6666666666666666,0.0
2002-02-23,H,Man United,Aston Villa,1.33,4.0,8.0,0.3999999999999999,0.8000000000000003,1.0,0.0,0.0,14.0,4.0,2.0,4.0,9.0,2.0,0.0,0.0,0.0,0.0,9.0,9.0,1.2,1.8,1.0,0.8,14.0,11.2,10.4,11.6,7.6,4.2,4.4,5.8,0.6,1.2,0.0,0.0,0.8,0.8,0.6,0.6,8.4,8.0,11.6,13.8,4.8,3.2,3.6,3.2,1.2,2.0,0.0,0.2,0.6666666666666666,0.0,0.3333333333333333
2002-02-23,H,Arsenal,Fulham,1.42,3.625,7.0,-0.19999999999999996,-3.8000000000000003,1.4,3.0,1.0,16.0,6.0,5.0,10.0,7.0,5.0,0.0,1.0,0.0,0.0,19.0,14.0,1.0,1.8,0.8,1.0,7.8,8.2,15.6,17.6,4.2,4.8,2.6,4.6,1.4,2.4,0.0,0.2,1.2,0.4,0.6,0.2,12.4,10.2,16.0,13.4,8.6,4.6,6.4,5.0,1.8,2.0,0.0,0.2,1.0,0.0,0.0
2002-02-23,A,Leicester,Derby,2.1500000000000004,3.225,2.875,0.19999999999999996,-0.20000000000000018,0.3999999999999999,0.0,0.0,6.0,5.0,4.0,3.0,8.0,2.0,4.0,2.0,0.0,0.0,16.0,15.0,1.2,1.4,0.4,0.4,10.0,8.2,12.4,15.0,7.2,6.2,4.6,4.4,1.2,1.6,0.0,0.0,1.0,1.0,0.6,0.2,10.8,6.8,13.4,13.0,6.4,3.6,4.8,3.0,1.2,2.0,0.0,0.2,0.6666666666666666,0.3333333333333333,0.0
2002-02-23,D,Liverpool,Everton,1.47,3.45,6.5,-0.19999999999999996,0.3999999999999999,1.5999999999999999,0.0,0.0,13.0,6.0,3.0,5.0,9.0,4.0,0.0,2.0,0.0,0.0,9.0,13.0,0.4,2.4,0.2,0.6,9.8,8.6,10.0,13.4,8.4,4.6,3.8,5.0,0.8,1.2,0.0,0.0,0.6,0.8,0.6,0.6,8.8,5.4,15.0,18.0,5.2,4.0,3.4,1.8,0.6,2.2,0.0,0.0,1.0,0.0,0.0
